Date,Close,VWAP,regime,vwap_signal,hmm_signal,equity
2007-01-03,,,,,,1.0
2007-01-04,,,,,,1.0
2007-01-05,,,,,,1.0
2007-01-08,,,,,,1.0
2007-01-09,,,,,,1.0
2007-01-10,,,,,,1.0
2007-01-11,,,,,,1.0
2007-01-12,,,,,,1.0
2007-01-16,,,,,,1.0
2007-01-17,,,,,,1.0
2007-01-18,,,,,,1.0
2007-01-19,,,,,,1.0
2007-01-22,,,,,,1.0
2007-01-23,,,,,,1.0
2007-01-24,,,,,,1.0
2007-01-25,,,,,,1.0
2007-01-26,,,,,,1.0
2007-01-29,,,,,,1.0
2007-01-30,,,,,,1.0
2007-01-31,,,,,,1.0
2007-02-01,1445.94,1424.785063580095,LV_BULL,1.0,1.0,1.0
2007-02-02,1448.39,1426.2903490977494,LV_BULL,1.0,1.0,1.0015443994909885
2007-02-05,1446.99,1427.9868891780432,LV_BULL,1.0,1.0,1.0005763161989971
2007-02-06,1448.0,1429.7684445845475,LV_BULL,1.0,1.0,1.0012747191453621
2007-02-07,1450.02,1431.7688293592596,LV_BULL,1.0,1.0,1.0026715250380924
2007-02-08,1448.31,1433.5581181848013,LV_BULL,1.0,1.0,1.0014890804457315
2007-02-09,1438.06,1434.5820970289874,LV_BULL,1.0,1.0,0.9944013277722232
2007-02-12,1433.37,1434.9000039379691,LV_BULL,-1.0,-1.0,0.9911582487440521
2007-02-13,1444.26,1435.3410834241315,LV_BULL,1.0,1.0,0.9833305962338673
2007-02-14,1455.3,1436.3687653139084,LV_BULL,1.0,1.0,0.9905522282588122
2007-02-15,1456.81,1437.7126246329528,LV_BULL,1.0,1.0,0.9915800121278912
2007-02-16,1455.54,1438.9103124930414,LV_BULL,1.0,1.0,0.9907155846353545
2007-02-20,1459.68,1440.3372077702109,LV_BULL,1.0,1.0,0.9935334821307104
2007-02-21,1457.63,1441.8679478075146,LV_BULL,1.0,1.0,0.9921381464144109
2007-02-22,1456.38,1442.7059816158082,LV_BULL,1.0,1.0,0.9912873319532527
2007-02-23,1451.19,1443.9521394867427,LV_BULL,1.0,1.0,0.9877547503105238
2007-02-26,1449.37,1445.4073788605492,LV_BULL,1.0,1.0,0.9865159644550775
2007-02-27,1399.04,1444.1090049539812,LV_BEAR,-1.0,-1.0,0.9522587709910042
2007-02-28,1406.82,1442.3026766691576,LV_BEAR,-1.0,-1.0,0.9466776241534582
2007-03-01,1403.17,1439.606875465797,LV_BEAR,-1.0,-1.0,0.9491337829571147
2007-03-02,1387.17,1436.6233899593954,LV_BEAR,-1.0,-1.0,0.9599565204210811
2007-03-05,1374.12,1432.680869882705,LV_BEAR,-1.0,-1.0,0.9689874485636271
2007-03-06,1395.41,1429.5647599444342,HV_BULL,-1.0,0.0,0.953974390912243
2007-03-07,1391.97,1426.8994852100554,HV_BULL,-1.0,0.0,0.9538312947536062
2007-03-08,1401.89,1424.531693805179,HV_BULL,-1.0,0.0,0.9538312947536062
2007-03-09,1402.84,1422.5010979152653,HV_BULL,-1.0,0.0,0.9538312947536062
2007-03-12,1406.6,1420.7415407484914,HV_BULL,-1.0,0.0,0.9538312947536062
2007-03-13,1377.95,1418.2220569853073,LV_BEAR,-1.0,-1.0,0.9538312947536062
2007-03-14,1387.17,1414.8546661239009,HV_BULL,-1.0,0.0,0.9473060403448692
2007-03-15,1392.28,1412.0843531059813,HV_BULL,-1.0,0.0,0.9471639444388175
2007-03-16,1386.95,1409.0580003777143,HV_BULL,-1.0,0.0,0.9471639444388175
2007-03-19,1402.06,1406.772183059261,HV_BULL,-1.0,0.0,0.9471639444388175
2007-03-20,1410.94,1404.954352970859,HV_BULL,1.0,1.0,0.9471639444388175
2007-03-21,1435.04,1403.9660140089247,HV_BULL,1.0,1.0,0.9632001985223435
2007-03-22,1434.54,1403.8458359417416,HV_BULL,1.0,1.0,0.9628645980517914
2007-03-23,1436.11,1403.228824459477,HV_BULL,1.0,1.0,0.963918383529325
2007-03-26,1437.5,1402.4154408867398,HV_BULL,1.0,1.0,0.96485135283746
2007-03-27,1428.61,1402.9555928704865,HV_BULL,1.0,1.0,0.9588843764710426
2007-03-28,1417.23,1403.5546717443983,HV_BULL,1.0,1.0,0.9512461097612755
2007-03-29,1422.53,1404.722547645556,HV_BULL,1.0,1.0,0.9548034747491284
2007-03-30,1420.86,1406.111281887385,HV_BULL,1.0,1.0,0.9536825691774842
2007-04-02,1424.55,1408.4015196172159,HV_BULL,1.0,1.0,0.9561593006501592
2007-04-03,1437.77,1410.7607789182214,HV_BULL,1.0,1.0,0.9650325770915583
2007-04-04,1439.37,1412.8433106326515,HV_BULL,1.0,1.0,0.9661064985973251
2007-04-05,1443.76,1414.6505016314964,HV_BULL,1.0,1.0,0.9690530707287732
2007-04-09,1444.61,1416.402565822226,HV_BULL,1.0,1.0,0.9696235915287119
2007-04-10,1448.39,1418.269133376229,HV_BULL,1.0,1.0,0.9721607310860864
2007-04-11,1438.87,1421.3333242303258,LV_BULL,1.0,1.0,0.9657708981267731
2007-04-12,1447.8,1425.1903759267127,LV_BULL,1.0,1.0,0.9717647225308347
2007-04-13,1452.85,1428.0972414759476,LV_BULL,1.0,1.0,0.9751542872834114
2007-04-16,1468.33,1432.2763478440552,LV_BULL,1.0,1.0,0.9855444778517062
