Date,Close,VWAP,signal,equity
2007-01-03,23188.46954155829,,0.0,1.0
2007-01-04,23236.383164688286,,0.0,1.0
2007-01-05,22925.651448789624,,0.0,1.0
2007-01-08,23281.656642256366,,0.0,1.0
2007-01-09,23133.806303369423,23150.013254249254,-1.0,1.0
2007-01-10,23173.817213176888,23153.951536518616,1.0,0.9981204571274275
2007-01-11,23470.271034573645,23182.268420422864,1.0,1.010589596016481
2007-01-12,23769.326538880898,23226.921542880405,1.0,1.0234664128559277
2007-01-16,23588.23767983981,23271.36143892242,1.0,1.0156690373321497
2007-01-17,23447.54547376014,23296.327818866,1.0,1.0096110723646692
2007-01-18,23257.849662176493,23295.57471076839,-1.0,1.0014430962338465
2007-01-19,23192.3114098917,23289.156989374384,-1.0,1.0039646279854249
2007-01-22,22984.343334329165,23268.627690068806,-1.0,1.0129672921841268
2007-01-23,23118.40763972924,23258.318252497324,-1.0,1.0070588024594356
2007-01-24,22977.904141612536,23243.578612397818,-1.0,1.0131792622575235
2007-01-25,22870.10778534562,23220.25501648595,-1.0,1.0179323951822439
2007-01-26,22885.879712228507,23202.94842622443,-1.0,1.017230397821356
2007-01-29,23350.286592812885,23203.67539543293,1.0,0.9965884648116581
2007-01-30,23669.202483304307,23221.364278322573,1.0,1.0099007943452938
2007-01-31,24025.05176215683,23267.72448306041,1.0,1.0250839197435344
2007-02-01,24391.218586863462,23311.317543449837,1.0,1.0407072668924282
2007-02-02,24236.31598102241,23360.455588791483,1.0,1.0340979920427418
2007-02-05,24337.440957975017,23413.724932084635,1.0,1.0384127210508114
2007-02-06,24398.10102869256,23469.480801480906,1.0,1.0410009220536083
2007-02-07,24626.86597036117,23546.337214767063,1.0,1.0507617028180827
2007-02-08,24921.997270127053,23628.816066718413,1.0,1.063354156420183
2007-02-09,24905.19788511016,23701.06254882368,1.0,1.0626373721396378
2007-02-12,24993.447985152943,23760.73649624604,1.0,1.0664027650039358
2007-02-13,25068.654596564174,23823.040386937326,1.0,1.06961162751875
2007-02-14,25224.38846900283,23900.88733914182,1.0,1.0762563702638088
2007-02-15,25119.227707988677,23986.272143399943,1.0,1.0717694452752267
2007-02-16,25101.166721957736,24065.077283252806,1.0,1.0709988318947306
2007-02-20,24910.22572970151,24165.50426352291,1.0,1.0628518966573197
2007-02-21,24731.493418027163,24245.280514331138,1.0,1.0552258727698476
2007-02-22,24599.53756464161,24321.329007296372,1.0,1.0495956737275867
2007-02-23,24492.48262291254,24412.156775100557,1.0,1.0450279291756932
2007-02-26,24374.240867871053,24484.66662363772,-1.0,1.0399828735839212
2007-02-27,23278.436443827875,24514.849750672285,-1.0,1.0864258870103127
2007-02-28,23327.542647224087,24483.093184725363,-1.0,1.0841340556533752
2007-03-01,22938.182117977867,24414.343020680742,-1.0,1.10222936110696
2007-03-02,22451.55211033512,24317.885725477554,-1.0,1.1256129875713758
2007-03-05,22130.480588742663,24202.668700056645,-1.0,1.1417099715512677
2007-03-06,22511.813645068483,24078.625500046594,-1.0,1.1220370254015681
2007-03-07,22286.159617805886,23949.699294404916,-1.0,1.1332841056018377
2007-03-08,22234.07860398534,23818.42371733539,-1.0,1.1359325020137208
2007-03-09,22350.28755398989,23715.595331692977,-1.0,1.1299954211170384
2007-03-12,22468.32885153939,23617.929858672305,-1.0,1.1240274385838636
2007-03-13,21695.96494440324,23467.817192431226,-1.0,1.1626666373391101
2007-03-14,21871.53207118436,23294.084679421256,-1.0,1.1532581578617063
2007-03-15,21915.17320143641,23163.909839063414,-1.0,1.1509570163907898
2007-03-16,21887.321249766137,23019.34360634919,-1.0,1.1524197654596853
2007-03-19,22569.850323977236,22923.667509735613,-1.0,1.1164829787398314
2007-03-20,22801.12344342629,22826.74431552394,-1.0,1.1050423844249184
2007-03-21,23611.699271115933,22760.871410504074,1.0,1.0657583268823239
2007-03-22,23544.178315352878,22721.619600037393,1.0,1.0623909144202397
2007-03-23,23424.23404392948,22693.560972548046,1.0,1.0569786336224052
2007-03-26,23544.3307826201,22677.52973412468,1.0,1.062397794245786
2007-03-27,23323.64397775769,22642.08851958605,1.0,1.052439678346478
2007-03-28,22954.39160522794,22621.28230238924,1.0,1.0357777944425528
2007-03-29,23218.5219682962,22610.834945617225,1.0,1.047696226854495
2007-03-30,23211.177976669216,22634.350778857857,1.0,1.0473648417504753
2007-04-02,23403.41078727701,22687.32920553828,1.0,1.0560390196600953
2007-04-03,23581.14818394689,22748.27300164634,1.0,1.0640591167238207
2007-04-04,23600.205135991306,22816.853005127377,1.0,1.064919029201434
2007-04-05,23729.85850104967,22883.65474382475,1.0,1.0707694162999806
2007-04-09,23741.950811652398,22937.417689626152,1.0,1.0713150612040674
2007-04-10,23915.53757041104,23005.716644695312,1.0,1.0791478678069881
2007-04-11,23359.10553226612,23093.364997981007,1.0,1.0540398205479329
2007-04-12,23843.909407878957,23222.688685356607,1.0,1.0759157690659977
2007-04-13,23819.061974045148,23300.53480646948,1.0,1.074794570967762
2007-04-16,24365.784148457256,23420.82845939139,1.0,1.0994644771767523
2007-04-17,24560.41081946736,23531.15813524416,1.0,1.108246673956589
2007-04-18,24462.119775485346,23621.884065214406,1.0,1.1038114581381937
2007-04-19,24497.46666413186,23680.503163919802,1.0,1.1054064262380825
2007-04-20,24434.86411960741,23731.262225481638,1.0,1.1025815931251342
2007-04-23,24093.01180752775,23760.51007204119,1.0,1.0871560902444428
2007-04-24,24024.27716030465,23792.955224842306,1.0,1.0840545564496498
2007-04-25,24476.116556214773,23838.017116150066,1.0,1.1044430390104967
2007-04-26,24452.540880581637,23919.57741801704,1.0,1.1033792268333
2007-04-27,24399.61452135193,23986.500585364498,1.0,1.100991015088305
2007-04-30,24311.806952466814,24043.25501569263,1.0,1.0970288482141253
2007-05-01,24117.78870948333,24086.020020844375,1.0,1.0882741057118983
2007-05-02,24326.513475361287,24126.664171209963,1.0,1.0976924549918405
2007-05-03,24661.46534835422,24173.7918726011,1.0,1.1128065873208373
2007-05-04,24854.50922866892,24221.637326790882,1.0,1.1215173633684785
2007-05-07,24937.84718908636,24266.505393640196,1.0,1.1252778467791935
2007-05-08,24923.30874456771,24322.018045361503,1.0,1.1246218242516905
2007-05-09,24815.023785820165,24394.05078498141,1.0,1.1197356500645563
2007-05-10,24582.06483407209,24457.014412968376,1.0,1.1092237744554325
2007-05-11,24850.03696073576,24496.725587014305,1.0,1.1213155599011666
2007-05-14,24686.168470406417,24518.187460157966,1.0,1.1139212735959134
